period_id, item, qty, order_qty1, order_qty2, order_qty3
1227,item1797,0.0,0.0,0.0,0.0
1228,item1797,0.0,0.0,0.0,0.0
1229,item1797,0.0357,0.0357,0.0,0.0
1230,item1797,0.0,0.0,0.0,0.0
1231,item1797,0.0,0.0,0.0,0.0
1232,item1797,0.0714,0.0357,0.0,0.0
1233,item1797,0.1071,0.1071,0.0,0.0
1234,item1797,0.0357,0.0357,0.0,0.0357
1235,item1797,0.0357,0.0,0.0357,0.0
1236,item1797,0.1786,0.0357,0.0,0.0
1237,item1797,0.1429,0.0357,0.0357,0.0714
1238,item1797,0.0357,0.0357,0.0714,0.0
1239,item1797,0.3214,0.0714,0.0,0.0
1240,item1797,0.4286,0.2143,0.0,0.0
1241,item1797,0.0714,0.0,0.0,0.0
1242,item1797,0.3571,0.2857,0.0,0.0
1243,item1797,0.2143,0.1429,0.0357,0.0714
1244,item1797,0.4643,0.25,0.0714,0.0
1245,item1797,0.4643,0.2857,0.0,0.0
1246,item1797,0.2143,0.0357,0.0357,0.1071
1247,item1797,0.9286,0.3571,0.1429,0.0
1248,item1797,0.9643,0.5,0.0,0.0
1249,item1797,0.2143,0.1429,0.0,0.0714
1250,item1797,0.2143,0.2143,0.0714,0.0357
1251,item1797,0.2857,0.1071,0.0357,0.0
1252,item1797,0.1429,0.0714,0.0,0.0357
1253,item1797,0.4643,0.2857,0.0714,0.0
1254,item1797,1.0,0.6071,0.0,0.0357
1255,item1797,0.5,0.0714,0.1429,0.0
1256,item1797,0.4643,0.3571,0.0,0.0
1257,item1797,0.3214,0.2143,0.0,0.2143
1258,item1797,0.3214,0.1429,0.25,0.0357
1259,item1797,0.3929,0.3929,0.0357,0.0
