period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1364,0.1396,0.0988,0.0,0.0
1214,item1364,0.0317,0.0215,0.0,0.0365
1215,item1364,0.1831,0.0304,0.0365,0.0039
1216,item1364,0.2558,0.0626,0.0039,0.0008
1217,item1364,1.0,0.1241,0.0033,0.0
1218,item1364,0.4027,0.2049,0.0,0.0008
1219,item1364,0.1984,0.0485,0.0104,0.0079
1220,item1364,0.1951,0.1326,0.0079,0.0
1221,item1364,0.4259,0.0978,0.0139,0.0
1222,item1364,0.5122,0.4582,0.6338,0.0
1223,item1364,0.9062,0.7819,0.0,0.0
1224,item1364,0.2005,0.0597,0.0,0.0
1225,item1364,0.2195,0.0683,0.0162,0.0884
1226,item1364,0.2622,0.0829,0.098,0.0
1227,item1364,0.2502,0.1058,0.0015,0.0
1228,item1364,0.1067,0.0582,0.0058,0.0
1229,item1364,0.2009,0.0402,0.0224,0.0
1230,item1364,0.5538,0.2388,0.0,0.0
1231,item1364,0.2345,0.1758,0.0023,0.0043
1232,item1364,0.1121,0.018,0.0043,0.0159
1233,item1364,0.471,0.263,0.0159,0.0
1234,item1364,0.3242,0.1274,0.0588,0.0
1235,item1364,0.3933,0.1773,0.0046,0.0
1236,item1364,0.2314,0.1135,0.0,0.0773
1237,item1364,0.163,0.0777,0.0797,0.0294
1238,item1364,0.1868,0.1742,0.0348,0.0
1239,item1364,0.2061,0.0944,0.0,0.0
1240,item1364,0.2604,0.1906,0.0015,0.0
1241,item1364,0.2854,0.1419,0.012,0.0
1242,item1364,0.21,0.115,0.0,0.0
1243,item1364,0.1203,0.0555,0.0282,0.0
1244,item1364,0.2113,0.0926,0.0,0.0
1245,item1364,0.2564,0.1106,0.0,0.0029
1246,item1364,0.0886,0.0518,0.0046,0.0077
1247,item1364,0.3213,0.1048,0.0077,0.0
1248,item1364,0.5781,0.4741,0.0039,0.0
1249,item1364,0.1168,0.0681,0.0017,0.0
1250,item1364,0.1063,0.0189,0.0182,0.0
1251,item1364,0.2428,0.1624,0.0008,0.0
1252,item1364,0.0737,0.0073,0.0,0.0
1253,item1364,0.4205,0.1928,0.0,0.0
1254,item1364,0.1978,0.0882,0.0058,0.0
1255,item1364,0.1458,0.0408,0.0004,0.0058
1256,item1364,0.1705,0.0302,0.0068,0.0
1257,item1364,0.1765,0.0613,0.0,0.0035
1258,item1364,0.2048,0.0338,0.0143,0.0
1259,item1364,0.1003,0.1003,0.0,0.0
