period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item2210,0.0424,0.0084,0.0,0.0
1214,item2210,0.1551,0.1134,0.0032,0.0
1215,item2210,0.1296,0.0658,0.0071,0.0
1216,item2210,0.1662,0.0648,0.0005,0.001
1217,item2210,0.1499,0.0567,0.001,0.0
1218,item2210,0.3152,0.1086,0.0,0.0
1219,item2210,0.158,0.0679,0.0015,0.001
1220,item2210,0.2936,0.0984,0.0088,0.002
1221,item2210,0.2666,0.1262,0.0072,0.0009
1222,item2210,0.333,0.1513,0.0019,0.0024
1223,item2210,0.4944,0.1835,0.0024,0.0
1224,item2210,0.5771,0.1857,0.0026,0.0
1225,item2210,0.333,0.1713,0.0,0.0026
1226,item2210,0.3004,0.1839,0.1557,0.0
1227,item2210,0.4167,0.2172,0.0027,0.0002
1228,item2210,0.3251,0.1366,0.0045,0.0101
1229,item2210,0.4342,0.2115,0.0107,0.0037
1230,item2210,0.5369,0.2746,0.0037,0.0
1231,item2210,0.4145,0.1674,0.0504,0.0206
1232,item2210,0.6092,0.1853,0.0206,0.0
1233,item2210,0.866,0.3423,0.0077,0.0082
1234,item2210,0.8465,0.512,0.0447,0.0077
1235,item2210,0.9842,0.3661,0.0302,0.0029
1236,item2210,1.0,0.4955,0.0041,0.0
1237,item2210,0.5235,0.3315,0.0387,0.0102
1238,item2210,0.4739,0.3299,0.0763,0.0244
1239,item2210,0.5189,0.2338,0.0597,0.0015
1240,item2210,0.8136,0.3438,0.0194,0.0062
1241,item2210,0.6641,0.2072,0.0627,0.0078
1242,item2210,0.6431,0.344,0.0966,0.0002
1243,item2210,0.7287,0.4983,0.0098,0.0161
1244,item2210,0.4991,0.2022,0.0267,0.064
1245,item2210,0.583,0.2736,0.0722,0.0006
1246,item2210,0.3718,0.2555,0.0777,0.0463
1247,item2210,0.6268,0.2849,0.0488,0.0072
1248,item2210,0.9408,0.6569,0.0128,0.0
1249,item2210,0.5289,0.2609,0.0114,0.0025
1250,item2210,0.3959,0.2277,0.1839,0.0271
1251,item2210,0.963,0.9228,0.4217,0.0097
1252,item2210,0.6935,0.6529,0.0182,0.0037
1253,item2210,0.0762,0.0709,0.0037,0.004
1254,item2210,0.0369,0.0249,0.004,0.0
1255,item2210,0.0096,0.0066,0.0005,0.004
1256,item2210,0.0087,0.0016,0.0065,0.0
1257,item2210,0.0084,0.0068,0.0,0.0161
1258,item2210,0.0038,0.0021,0.0184,0.0
1259,item2210,0.0246,0.0246,0.0,0.0
