period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1257,0.0444,0.0444,0.0,0.0
1214,item1257,0.0752,0.0534,0.0,0.0
1215,item1257,0.2447,0.1152,0.0765,0.0021
1216,item1257,0.2228,0.1028,0.0104,0.0402
1217,item1257,0.7149,0.5791,0.0485,0.0388
1218,item1257,0.3685,0.2021,0.0908,0.0243
1219,item1257,0.2243,0.1595,0.0534,0.0076
1220,item1257,0.3609,0.1892,0.0076,0.0152
1221,item1257,0.8441,0.3635,0.0249,0.0
1222,item1257,0.4038,0.1976,0.1155,0.0031
1223,item1257,0.9063,0.492,0.1192,0.0139
1224,item1257,1.0,0.7318,0.0644,0.0
1225,item1257,0.9014,0.8556,0.0,0.0499
1226,item1257,0.1869,0.0316,0.0731,0.0875
1227,item1257,0.4181,0.3482,0.2074,0.009
1228,item1257,0.5615,0.5615,0.0132,0.0541
1229,item1257,0.5092,0.3489,0.146,0.0
1230,item1257,0.6529,0.3419,0.0,0.0428
1231,item1257,0.3316,0.1854,0.0858,0.0
1232,item1257,0.5122,0.2506,0.185,0.0
1233,item1257,0.5083,0.3898,0.0,0.0
1234,item1257,0.2906,0.2802,0.0998,0.1123
1235,item1257,0.9528,0.5075,0.2412,0.0
1236,item1257,0.8593,0.7169,0.219,0.0776
1237,item1257,0.3936,0.3617,0.0832,0.0
1238,item1257,0.2821,0.271,0.0423,0.0
1239,item1257,0.1169,0.0656,0.0028,0.0492
1240,item1257,0.034,0.0111,0.0617,0.0471
1241,item1257,0.1903,0.1422,0.0821,0.0
1242,item1257,0.7003,0.4096,0.0,0.0513
1243,item1257,0.4511,0.0582,0.0513,0.0915
1244,item1257,0.154,0.0874,0.175,0.0748
1245,item1257,0.4129,0.2415,0.0748,0.0367
1246,item1257,0.1976,0.1246,0.0812,0.0083
1247,item1257,0.5949,0.3897,0.0915,0.0133
1248,item1257,0.3167,0.3146,0.0196,0.0001
1249,item1257,0.0217,0.0196,0.0126,0.0062
1250,item1257,0.0234,0.0234,0.0132,0.0173
1251,item1257,0.0423,0.0423,0.0173,0.0
1252,item1257,0.1013,0.0714,0.0,0.0
1253,item1257,0.3381,0.2588,0.0644,0.0485
1254,item1257,0.4484,0.1601,0.0492,0.0152
1255,item1257,0.2145,0.0908,0.0267,0.0057
1256,item1257,0.281,0.0814,0.007,0.0
1257,item1257,0.4635,0.1058,0.0478,0.0055
1258,item1257,0.1935,0.0936,0.1168,0.0021
1259,item1257,0.2491,0.2491,0.0021,0.0
