period_id, item, qty, order_qty1, order_qty2, order_qty3
1226,item1567,0.0,0.0,0.0,0.0
1227,item1567,0.0,0.0,0.0,0.0
1228,item1567,0.0011,0.0,0.0,0.0
1229,item1567,0.0,0.0,0.0,0.0
1230,item1567,0.0023,0.0002,0.0,0.0
1231,item1567,0.0108,0.0108,0.0,0.0
1232,item1567,0.0153,0.0002,0.0,0.0
1233,item1567,0.032,0.0249,0.0,0.0
1234,item1567,0.0254,0.0137,0.0021,0.0
1235,item1567,0.014,0.0034,0.0034,0.0
1236,item1567,0.3602,0.0714,0.0,0.0
1237,item1567,0.0449,0.0261,0.0011,0.0
1238,item1567,0.0055,0.0037,0.0668,0.0723
1239,item1567,0.1588,0.1291,0.0723,0.0211
1240,item1567,0.0858,0.0828,0.0211,0.0016
1241,item1567,0.6103,0.4524,0.0016,0.0
1242,item1567,1.0,0.8039,0.3778,0.0048
1243,item1567,0.5975,0.5117,0.1021,0.0055
1244,item1567,0.6302,0.2764,0.0055,0.0
1245,item1567,0.3936,0.2856,0.0,0.0
1246,item1567,0.2494,0.2224,0.0526,0.0
1247,item1567,0.1089,0.062,0.0,0.0
1248,item1567,0.319,0.1446,0.0,0.0
1249,item1567,0.0696,0.0455,0.0,0.0
1250,item1567,0.0721,0.0398,0.0048,0.0389
1251,item1567,0.9089,0.8963,0.9078,0.0
1252,item1567,0.9716,0.9245,0.0,0.0824
1253,item1567,0.1572,0.0664,0.0826,0.0275
1254,item1567,0.2208,0.1911,0.0275,0.0
1255,item1567,0.0865,0.0499,0.0181,0.0018
1256,item1567,0.0318,0.0254,0.0018,0.0
1257,item1567,0.5254,0.0224,0.0,0.0
1258,item1567,0.238,0.1398,0.0476,0.0018
1259,item1567,0.1661,0.1661,0.0018,0.0
