period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1454,0.0471,0.0282,0.0245,0.0
1214,item1454,0.1318,0.1149,0.0734,0.016
1215,item1454,0.0734,0.0734,0.2043,0.0198
1216,item1454,0.226,0.226,0.2514,0.2712
1217,item1454,0.3277,0.2514,0.2712,0.2627
1218,item1454,0.4388,0.4388,0.2627,0.0386
1219,item1454,0.2881,0.2881,0.0386,0.0
1220,item1454,0.1516,0.1516,0.0,0.0
1221,item1454,0.2938,0.2524,0.5028,0.1968
1222,item1454,1.0,0.7881,0.2514,0.1657
1223,item1454,0.322,0.322,0.1667,0.0659
1224,item1454,0.2053,0.1959,0.0923,0.0659
1225,item1454,0.2533,0.1638,0.0659,0.113
1226,item1454,0.0989,0.0847,0.1139,0.1252
1227,item1454,0.1139,0.1139,0.1252,0.1883
1228,item1454,0.1638,0.1638,0.194,0.1168
1229,item1454,0.194,0.194,0.1168,0.0188
1230,item1454,0.1309,0.1309,0.0235,0.0942
1231,item1454,0.081,0.0292,0.1017,0.1026
1232,item1454,0.1987,0.1798,0.1667,0.1977
1233,item1454,0.5706,0.5706,0.2006,0.29
1234,item1454,0.2844,0.2034,0.2966,0.3917
1235,item1454,0.3419,0.3286,0.3917,0.0075
1236,item1454,0.4294,0.4294,0.1139,0.0
1237,item1454,0.516,0.5141,0.1139,0.1262
1238,item1454,0.1281,0.1281,0.2326,0.0188
1239,item1454,0.2533,0.2514,0.0226,0.0009
1240,item1454,0.0734,0.0734,0.0066,0.0198
1241,item1454,0.032,0.0066,0.0282,0.0
1242,item1454,0.0593,0.0593,0.0047,0.0094
1243,item1454,0.016,0.016,0.0141,0.0471
1244,item1454,0.1008,0.0885,0.2382,0.0546
1245,item1454,0.2702,0.2458,0.1516,0.0
1246,item1454,0.2476,0.1987,0.0282,0.0245
1247,item1454,0.1695,0.1695,0.0461,0.0
1248,item1454,0.1375,0.1375,0.0,0.0
1249,item1454,0.0075,0.0075,0.0,0.0038
1250,item1454,0.0141,0.0,0.0056,0.0
1251,item1454,0.0066,0.0066,0.0,0.0
1252,item1454,0.0584,0.0,0.0,0.0009
1253,item1454,0.0904,0.0565,0.0066,0.0
1254,item1454,0.0763,0.0763,0.0,0.0
1255,item1454,0.0414,0.0414,0.1045,0.0
1256,item1454,0.1045,0.1045,0.1111,0.1215
1257,item1454,0.1299,0.1111,0.1215,0.0019
1258,item1454,0.3399,0.3399,0.249,0.0
1259,item1454,0.3205,0.3205,0.0,0.0
