period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item2214,0.0,0.0,0.0,0.0
1214,item2214,0.0233,0.0021,0.0725,0.0
1215,item2214,0.5424,0.377,0.1794,0.0897
1216,item2214,0.966,0.8491,0.1352,0.0
1217,item2214,0.5864,0.2443,0.0209,0.0162
1218,item2214,0.4551,0.2435,0.0162,0.0558
1219,item2214,0.2043,0.1422,0.0665,0.0151
1220,item2214,0.4365,0.3984,0.1863,0.0322
1221,item2214,0.3502,0.2967,0.0831,0.0043
1222,item2214,0.2125,0.1391,0.0076,0.0957
1223,item2214,0.6137,0.5126,0.1299,0.0087
1224,item2214,0.6932,0.5504,0.0649,0.0
1225,item2214,0.3904,0.3569,0.0783,0.0077
1226,item2214,0.4923,0.4185,0.064,0.0739
1227,item2214,0.6709,0.5333,0.3572,0.0561
1228,item2214,0.6575,0.5242,0.208,0.1369
1229,item2214,0.5756,0.4988,0.1589,0.0916
1230,item2214,0.5514,0.4849,0.1609,0.1503
1231,item2214,0.4091,0.3299,0.3059,0.1157
1232,item2214,0.5926,0.412,0.1289,0.0452
1233,item2214,0.4656,0.3991,0.0861,0.0
1234,item2214,0.4044,0.3473,0.0659,0.1556
1235,item2214,0.2906,0.1715,0.1568,0.0
1236,item2214,0.3443,0.3413,0.012,0.0001
1237,item2214,0.0996,0.0739,0.0048,0.0
1238,item2214,0.3139,0.1339,0.032,0.0112
1239,item2214,0.5823,0.3341,0.1859,0.0394
1240,item2214,0.6448,0.4843,0.1634,0.0
1241,item2214,0.9993,0.8322,0.0395,0.0038
1242,item2214,1.0,0.8905,0.0038,0.0466
1243,item2214,0.4348,0.2009,0.1697,0.1319
1244,item2214,0.4868,0.3592,0.2552,0.0673
1245,item2214,0.5398,0.4828,0.1378,0.0479
1246,item2214,0.5207,0.4287,0.0482,0.0
1247,item2214,0.2329,0.2231,0.0003,0.0309
1248,item2214,0.0708,0.0006,0.0309,0.0009
1249,item2214,0.4267,0.1771,0.0009,0.0266
1250,item2214,0.2407,0.1748,0.0266,0.0909
1251,item2214,0.2981,0.2218,0.1025,0.0151
1252,item2214,0.4551,0.2902,0.018,0.0
1253,item2214,0.5436,0.3122,0.0723,0.0002
1254,item2214,0.8986,0.6696,0.0039,0.0
1255,item2214,0.5701,0.4087,0.0,0.0
1256,item2214,0.278,0.1654,0.0004,0.01
1257,item2214,0.3532,0.1527,0.0362,0.0429
1258,item2214,0.2131,0.1897,0.0429,0.1632
1259,item2214,0.4694,0.4694,0.1632,0.0005
