period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item2306,0.0,0.0,0.0,0.0
1214,item2306,0.0,0.0,0.0,0.0
1215,item2306,0.0215,0.0215,0.0685,0.0
1216,item2306,0.0685,0.0685,0.0,0.0
1217,item2306,0.1419,0.1419,0.4258,0.0
1218,item2306,0.4268,0.4267,0.0,0.0
1219,item2306,0.0392,0.0,0.0,0.0
1220,item2306,0.1801,0.1801,0.0998,0.2799
1221,item2306,0.1331,0.0998,0.2799,0.0
1222,item2306,0.2801,0.2799,0.0,0.0
1223,item2306,0.2398,0.1864,0.3653,0.133
1224,item2306,0.4622,0.3938,0.133,0.0
1225,item2306,0.5489,0.5408,0.415,0.0
1226,item2306,0.552,0.415,0.0,0.0
1227,item2306,1.0,1.0,0.6581,0.0
1228,item2306,0.6581,0.6581,0.0,0.0
1234,item2306,0.0,0.0,0.0,0.0
1235,item2306,0.0,0.0,0.0,0.0
1236,item2306,0.2643,0.2639,0.0,0.1305
1237,item2306,0.0285,0.0285,0.2121,0.102
1238,item2306,0.4201,0.4201,0.102,0.0
1239,item2306,0.2656,0.2656,0.367,0.0
1240,item2306,0.4199,0.367,0.0,0.0
1241,item2306,0.0,0.0,0.1972,0.0
1242,item2306,0.5511,0.5511,0.5972,0.0
1243,item2306,0.8358,0.8358,0.1209,0.0
1244,item2306,0.1211,0.1209,0.5751,0.3115
1245,item2306,0.6967,0.6967,0.3115,0.0
1246,item2306,0.4292,0.4292,0.2818,0.2462
1247,item2306,0.3756,0.3756,0.2462,0.0
1248,item2306,0.2768,0.2462,0.0,0.0
1249,item2306,0.3015,0.0,0.0,0.0
1250,item2306,0.3856,0.3856,0.6972,0.6522
1251,item2306,0.6972,0.6972,0.6522,0.0
1252,item2306,0.6522,0.6522,0.2756,0.0
1253,item2306,0.4347,0.2756,0.0,0.0
