period_id, item, qty, order_qty1, order_qty2, order_qty3
1241,item1303,0.0,0.0,0.0,0.0
1242,item1303,0.0,0.0,0.0,0.0
1243,item1303,0.1127,0.0,0.0,0.0
1244,item1303,0.0,0.0,0.0,0.0
1245,item1303,0.7394,0.1056,0.0,0.0
1246,item1303,0.2817,0.2817,0.0,0.0
1247,item1303,0.3662,0.1761,0.0,0.0
1248,item1303,0.2254,0.0493,0.0,0.0
1249,item1303,0.1303,0.0,0.0845,0.0
1250,item1303,0.507,0.507,0.0,0.0
1251,item1303,0.2993,0.0,0.0,0.0
1252,item1303,0.0,0.0,0.0,0.0
1253,item1303,0.4472,0.4472,0.0,0.0
1254,item1303,1.0,0.669,0.0,0.0
1255,item1303,0.5176,0.1901,0.0704,0.0
1256,item1303,0.6162,0.6162,0.0,0.0
1257,item1303,0.3979,0.2465,0.0,0.0
1258,item1303,0.4754,0.4155,0.2324,0.0
1259,item1303,0.3204,0.3204,0.0,0.0
