period_id, item, qty, order_qty1, order_qty2, order_qty3
1228,item1414,0.0,0.0,0.0,0.0
1229,item1414,0.0,0.0,0.0,0.0
1230,item1414,0.0897,0.0,0.0,0.0
1231,item1414,0.1538,0.1026,0.0128,0.0513
1232,item1414,0.2051,0.0897,0.0897,0.0
1233,item1414,0.3718,0.2692,0.0256,0.0128
1234,item1414,0.2308,0.1667,0.1282,0.0256
1235,item1414,0.5641,0.3077,0.0641,0.0128
1236,item1414,0.7949,0.5128,0.0256,0.0
1237,item1414,0.1538,0.0641,0.0256,0.0256
1238,item1414,0.1154,0.1026,0.0385,0.0385
1239,item1414,0.2949,0.141,0.0769,0.0
1240,item1414,0.2051,0.141,0.0,0.0641
1241,item1414,0.1538,0.1026,0.0897,0.0385
1242,item1414,0.4744,0.2821,0.0385,0.0256
1243,item1414,0.1795,0.1538,0.0769,0.0
1244,item1414,0.2949,0.1795,0.0128,0.0
1245,item1414,0.3718,0.1923,0.0256,0.0385
1246,item1414,0.3077,0.1667,0.0769,0.0513
1247,item1414,0.4103,0.2051,0.2051,0.0128
1248,item1414,1.0,0.641,0.0128,0.0
1249,item1414,0.1667,0.1026,0.0256,0.0
1250,item1414,0.0897,0.0769,0.0641,0.0256
1251,item1414,0.2308,0.1538,0.0641,0.0385
1252,item1414,0.3077,0.1923,0.1154,0.0128
1253,item1414,0.3718,0.2179,0.0513,0.0
1254,item1414,0.7692,0.4103,0.0128,0.0897
1255,item1414,0.2051,0.1154,0.1026,0.0641
1256,item1414,0.3846,0.2949,0.1282,0.0513
1257,item1414,0.641,0.4744,0.0897,0.0897
1258,item1414,0.3718,0.2821,0.2051,0.0513
1259,item1414,0.6026,0.6026,0.0897,0.0
