period_id, item, qty, order_qty1, order_qty2, order_qty3
1222,item1726,0.0,0.0,0.0,0.0
1223,item1726,0.0,0.0,0.0,0.0
1224,item1726,0.0163,0.0,0.0,0.0
1225,item1726,0.0488,0.0081,0.0,0.0
1226,item1726,0.0163,0.0163,0.0,0.0
1227,item1726,0.0081,0.0081,0.0,0.0
1228,item1726,0.0407,0.0,0.0,0.0
1229,item1726,0.0325,0.0,0.0,0.0
1230,item1726,0.0203,0.0,0.0,0.0
1231,item1726,0.0569,0.0081,0.0,0.0
1232,item1726,0.0488,0.0,0.0,0.0
1233,item1726,0.187,0.0976,0.0,0.0
1234,item1726,0.0407,0.0,0.0,0.0
1235,item1726,0.1626,0.1057,0.0,0.0
1236,item1726,0.1341,0.0285,0.0,0.0
1237,item1726,0.1341,0.0894,0.0081,0.0
1238,item1726,0.0772,0.0163,0.0,0.0
1239,item1726,0.4919,0.3821,0.0,0.0
1240,item1726,0.2073,0.1057,0.0,0.0
1241,item1726,0.2683,0.065,0.0,0.0
1242,item1726,0.313,0.1179,0.0,0.0
1243,item1726,0.2642,0.1829,0.0,0.0
1244,item1726,0.2337,0.0671,0.0325,0.1057
1245,item1726,0.2805,0.065,0.1057,0.0
1246,item1726,0.4106,0.2276,0.065,0.0
1247,item1726,0.4024,0.1545,0.0,0.0
1248,item1726,0.3415,0.2358,0.0407,0.0
1249,item1726,0.2093,0.1138,0.0081,0.0
1250,item1726,0.2683,0.1138,0.0,0.0
1251,item1726,0.4675,0.2561,0.0,0.0
1252,item1726,0.752,0.2073,0.065,0.0
1253,item1726,0.3496,0.1463,0.0163,0.0
1254,item1726,0.8211,0.2886,0.0569,0.0
1255,item1726,0.7663,0.2093,0.0549,0.0041
1256,item1726,0.628,0.2215,0.0041,0.0
1257,item1726,0.2805,0.0366,0.0,0.0488
1258,item1726,1.0,0.7398,0.1667,0.0407
1259,item1726,0.2134,0.2134,0.0407,0.0
