period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1280,0.145,0.0057,0.0,0.0
1214,item1280,0.0167,0.0167,0.0033,0.0
1215,item1280,0.0267,0.0213,0.0,0.0
1216,item1280,0.0633,0.0013,0.0,0.0
1217,item1280,0.1013,0.0073,0.0,0.0
1218,item1280,0.0323,0.0103,0.0013,0.0
1219,item1280,0.0167,0.0073,0.0,0.0
1220,item1280,0.0516,0.0223,0.0,0.0
1221,item1280,0.0377,0.0153,0.0,0.0
1222,item1280,0.048,0.01,0.0,0.0027
1223,item1280,0.0553,0.0347,0.0053,0.0
1224,item1280,0.071,0.0483,0.0,0.0
1225,item1280,0.1156,0.0973,0.0,0.0
1226,item1280,0.1193,0.018,0.006,0.0007
1227,item1280,0.1759,0.042,0.0007,0.0
1228,item1280,0.3735,0.3369,0.0,0.0
1229,item1280,0.1523,0.046,0.0,0.0
1230,item1280,0.3912,0.2389,0.0,0.0
1231,item1280,0.1243,0.032,0.0007,0.0027
1232,item1280,0.092,0.0257,0.0027,0.0027
1233,item1280,0.1303,0.052,0.0027,0.0
1234,item1280,0.1396,0.061,0.0013,0.0
1235,item1280,0.2496,0.105,0.0,0.0
1236,item1280,0.3146,0.104,0.0,0.0
1237,item1280,0.1576,0.0397,0.0027,0.0
1238,item1280,0.1593,0.0753,0.0,0.0093
1239,item1280,0.8021,0.1493,0.0367,0.0
1240,item1280,0.3842,0.2329,0.0,0.0
1241,item1280,0.5168,0.2156,0.0013,0.0007
1242,item1280,0.8001,0.5242,0.004,0.0
1243,item1280,0.6731,0.5578,0.029,0.002
1244,item1280,0.3765,0.2453,0.046,0.0027
1245,item1280,0.4195,0.1343,0.0027,0.0033
1246,item1280,0.2443,0.1016,0.0586,0.015
1247,item1280,0.5698,0.1133,0.027,0.0
1248,item1280,0.7028,0.2433,0.0157,0.0
1249,item1280,0.1806,0.116,0.0027,0.0
1250,item1280,0.1886,0.1166,0.0013,0.0073
1251,item1280,0.6441,0.4758,0.0107,0.024
1252,item1280,0.4342,0.3679,0.0333,0.08
1253,item1280,0.4592,0.3232,0.1126,0.0
1254,item1280,1.0,0.4738,0.0007,0.0027
1255,item1280,0.3872,0.1016,0.0263,0.0067
1256,item1280,0.2846,0.147,0.08,0.0017
1257,item1280,0.2999,0.1393,0.0123,0.0333
1258,item1280,0.3849,0.2982,0.0846,0.0313
1259,item1280,0.3982,0.3982,0.0467,0.004
