period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1670,0.5275,0.322,0.0011,0.0
1214,item1670,0.5358,0.4084,0.0099,0.0031
1215,item1670,0.255,0.1277,0.0062,0.0007
1216,item1670,1.0,0.5408,0.0192,0.0231
1217,item1670,0.4443,0.3044,0.4225,0.0343
1218,item1670,0.9828,0.7034,0.0929,0.5344
1219,item1670,0.8132,0.4286,0.569,0.0034
1220,item1670,0.9849,0.7837,0.0247,0.0005
1221,item1670,0.8593,0.6634,0.139,0.0233
1222,item1670,0.7883,0.6814,0.3333,0.0
1223,item1670,0.7474,0.4824,0.3571,0.0
1224,item1670,0.7927,0.4941,0.0306,0.0
1225,item1670,0.8083,0.3725,0.0062,0.014
1226,item1670,0.3676,0.201,0.0415,0.0008
1227,item1670,0.4135,0.2451,0.0357,0.0
1228,item1670,0.5005,0.3892,0.017,0.0
1229,item1670,0.5475,0.3699,0.0333,0.0009
1230,item1670,0.8049,0.6271,0.0127,0.0
1231,item1670,0.4999,0.3263,0.0607,0.0169
1232,item1670,0.3979,0.2698,0.047,0.0011
1233,item1670,0.4008,0.1687,0.0059,0.0011
1234,item1670,0.3113,0.1621,0.016,0.0067
1235,item1670,0.2607,0.1769,0.0141,0.0
1236,item1670,0.4216,0.1787,0.0,0.0009
1237,item1670,0.2994,0.1307,0.3576,0.0073
1238,item1670,0.7058,0.6604,0.1197,0.0007
1239,item1670,0.6508,0.4803,0.0018,0.0338
1240,item1670,0.6282,0.384,0.0682,0.0085
1241,item1670,0.1991,0.1305,0.0234,0.0003
1242,item1670,0.366,0.2333,0.0011,0.0003
1243,item1670,0.298,0.2453,0.0034,0.0044
1244,item1670,0.354,0.2365,0.0364,0.004
1245,item1670,0.2678,0.129,0.0141,0.0292
1246,item1670,0.2306,0.1477,0.05,0.0
1247,item1670,0.3136,0.2131,0.0591,0.0067
1248,item1670,0.3288,0.2293,0.1042,0.0
1249,item1670,0.4477,0.3495,0.0137,0.0015
1250,item1670,0.2145,0.1955,0.0127,0.0
1251,item1670,0.2025,0.0891,0.0001,0.0066
1252,item1670,0.3788,0.2005,0.0443,0.0073
1253,item1670,0.4681,0.3999,0.0231,0.0052
1254,item1670,0.3384,0.1835,0.0272,0.1072
1255,item1670,0.4576,0.3251,0.3402,0.0095
1256,item1670,0.689,0.5725,0.0685,0.0
1257,item1670,0.3361,0.2866,0.0201,0.0692
1258,item1670,0.1337,0.0845,0.0805,0.0001
1259,item1670,0.1325,0.1325,0.0001,0.022
