period_id, item, qty, order_qty1, order_qty2, order_qty3
1236,item2260,0.0,0.0,0.0,0.0
1237,item2260,0.0,0.0,0.0,0.0
1238,item2260,0.02,0.0018,0.0,0.0
1239,item2260,0.0013,0.0003,0.0,0.0
1240,item2260,0.173,0.0,0.0,0.0
1241,item2260,0.1644,0.095,0.0,0.0019
1242,item2260,0.3356,0.1745,0.0019,0.0
1243,item2260,0.2297,0.1322,0.018,0.0
1244,item2260,0.3156,0.2234,0.0,0.0088
1245,item2260,0.4503,0.2738,0.0088,0.0
1246,item2260,0.3741,0.2708,0.0399,0.0005
1247,item2260,0.2942,0.1545,0.0863,0.0
1248,item2260,1.0,0.8639,0.0009,0.0
1249,item2260,0.7966,0.555,0.0125,0.0134
1250,item2260,0.4147,0.3245,0.0579,0.0001
1251,item2260,0.2274,0.1174,0.0001,0.0
1252,item2260,0.5564,0.2521,0.0222,0.0
1253,item2260,0.6122,0.4467,0.0,0.0
1254,item2260,0.7791,0.4927,0.0732,0.0
1255,item2260,0.4722,0.3446,0.0,0.0
1256,item2260,0.1914,0.0753,0.0092,0.0068
1257,item2260,0.3961,0.156,0.0068,0.0045
1258,item2260,0.5596,0.0241,0.0064,0.0
1259,item2260,0.0456,0.0456,0.0,0.006
