period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1331,0.9688,0.8864,0.01,0.0
1214,item1331,0.1176,0.0771,0.0007,0.0007
1215,item1331,0.1841,0.1355,0.0007,0.0
1216,item1331,0.4824,0.1302,0.0013,0.0
1217,item1331,0.8824,0.5522,0.0,0.0
1218,item1331,0.3462,0.0904,0.0007,0.0
1219,item1331,1.0,0.2498,0.0,0.0
1220,item1331,0.4977,0.2731,0.0,0.0
1221,item1331,0.6412,0.2213,0.0,0.0
1222,item1331,0.5136,0.2625,0.186,0.0
1223,item1331,0.4797,0.3256,0.0,0.0
1224,item1331,0.2844,0.192,0.0286,0.0
1225,item1331,0.2505,0.1568,0.0033,0.0
1226,item1331,0.311,0.2691,0.0,0.0
1227,item1331,0.2346,0.0678,0.0,0.0
1228,item1331,0.1488,0.0518,0.0,0.0
1229,item1331,0.2259,0.0977,0.0,0.0
1230,item1331,0.3987,0.0924,0.0365,0.0
1231,item1331,0.4259,0.2598,0.0,0.0
1232,item1331,0.1482,0.0551,0.0,0.0
1233,item1331,0.1382,0.0744,0.0,0.0013
1234,item1331,0.2857,0.1548,0.0013,0.0
1235,item1331,0.1601,0.0678,0.0013,0.0
1236,item1331,0.1316,0.0684,0.0,0.0007
1237,item1331,0.0671,0.0372,0.002,0.0
1238,item1331,0.0585,0.0485,0.0292,0.0
1239,item1331,0.1874,0.0352,0.0,0.0
1240,item1331,0.0784,0.0698,0.0,0.0
1241,item1331,0.0478,0.0259,0.0,0.0
1242,item1331,0.0591,0.0518,0.0,0.0033
1243,item1331,0.0631,0.0213,0.0033,0.0
1244,item1331,0.0824,0.0731,0.0,0.0
1245,item1331,0.0658,0.0213,0.0,0.0
1246,item1331,0.0472,0.0339,0.0007,0.0
1247,item1331,0.208,0.1801,0.0047,0.0
1248,item1331,0.2472,0.2073,0.0,0.0
1249,item1331,0.1156,0.0591,0.0,0.0
1250,item1331,0.0724,0.0472,0.0,0.0
1251,item1331,0.0784,0.0512,0.0,0.0
1252,item1331,0.1894,0.0239,0.0,0.0
1253,item1331,0.0545,0.0512,0.0,0.0
1254,item1331,0.1535,0.0817,0.0,0.0
1255,item1331,0.198,0.1542,0.0093,0.0
1256,item1331,0.1595,0.1223,0.0,0.0
1257,item1331,0.1143,0.0924,0.0,0.0
1258,item1331,0.0983,0.0472,0.0,0.0027
1259,item1331,0.0764,0.0764,0.0027,0.0
