period_id, item, qty, order_qty1, order_qty2, order_qty3
1229,item1799,0.0,0.0,0.0,0.0
1230,item1799,0.0,0.0,0.0,0.0
1231,item1799,0.003,0.0,0.0,0.0
1232,item1799,0.0,0.0,0.0,0.0
1233,item1799,0.4405,0.4336,0.0,0.0
1234,item1799,0.0134,0.0,0.0,0.0
1235,item1799,0.0221,0.0037,0.0,0.0
1236,item1799,0.5972,0.1501,0.0,0.0
1237,item1799,0.0367,0.0071,0.0052,0.0
1238,item1799,0.2385,0.2138,0.0,0.0015
1239,item1799,0.0367,0.0,0.0335,0.0
1240,item1799,0.1873,0.1859,0.0039,0.0
1241,item1799,0.0707,0.0205,0.0,0.0018
1242,item1799,0.286,0.0,0.0018,0.0
1243,item1799,0.2005,0.1632,0.0,0.0
1244,item1799,0.0428,0.0272,0.1727,0.0
1245,item1799,0.3064,0.175,0.0,0.0082
1246,item1799,0.152,0.0349,0.0186,0.0
1247,item1799,0.0878,0.0472,0.0,0.0
1248,item1799,1.0,0.3405,0.0,0.0
1249,item1799,0.0878,0.0552,0.0,0.0
1250,item1799,0.015,0.0125,0.0123,0.0
1251,item1799,0.0251,0.022,0.0025,0.0
1252,item1799,0.0852,0.0127,0.0,0.0
1253,item1799,0.0408,0.0133,0.0,0.0
1254,item1799,0.8033,0.1812,0.0,0.0
1255,item1799,0.0,0.0,0.0,0.0
1256,item1799,0.0025,0.0025,0.0,0.0
1257,item1799,0.0118,0.0081,0.0,0.0
1258,item1799,0.0049,0.0,0.0,0.0258
1259,item1799,0.0039,0.0039,0.0258,0.0
