period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item1612,0.0,0.0,0.0215,0.0098
1214,item1612,0.0287,0.0215,0.0098,0.0
1215,item1612,0.0471,0.0318,0.0142,0.0586
1216,item1612,0.2612,0.2131,0.1181,0.0
1217,item1612,0.2748,0.1491,0.0059,0.0502
1218,item1612,0.2677,0.1635,0.1363,0.1037
1219,item1612,0.6094,0.609,0.1334,0.01
1220,item1612,0.7051,0.5887,0.164,0.0
1221,item1612,0.3494,0.2833,0.0211,0.0
1222,item1612,0.2741,0.1355,0.0215,0.0222
1223,item1612,0.43,0.3699,0.0801,0.0176
1224,item1612,0.3965,0.1435,0.0402,0.0034
1225,item1612,0.3003,0.2401,0.0034,0.0
1226,item1612,0.3053,0.1644,0.032,0.0378
1227,item1612,0.6276,0.454,0.0623,0.1713
1228,item1612,0.4751,0.3919,0.3519,0.1115
1229,item1612,0.4952,0.3871,0.1186,0.0611
1230,item1612,0.2083,0.1541,0.0642,0.0067
1231,item1612,0.862,0.3256,0.083,0.001
1232,item1612,0.8229,0.3919,0.0859,0.0205
1233,item1612,0.5814,0.3672,0.1679,0.0188
1234,item1612,0.3888,0.3639,0.0703,0.0069
1235,item1612,0.2445,0.1957,0.0517,0.0017
1236,item1612,0.1506,0.134,0.0017,0.0807
1237,item1612,0.1466,0.1297,0.0839,0.0082
1238,item1612,0.2133,0.1663,0.0238,0.0038
1239,item1612,0.1644,0.1368,0.0092,0.0326
1240,item1612,0.1522,0.1259,0.0795,0.0309
1241,item1612,0.3612,0.1238,0.0475,0.0318
1242,item1612,0.6987,0.44,0.0596,0.0251
1243,item1612,0.2813,0.1755,0.146,0.0006
1244,item1612,0.3944,0.3076,0.0468,0.0669
1245,item1612,0.5054,0.2488,0.0937,0.0031
1246,item1612,0.3321,0.2635,0.0044,0.0008
1247,item1612,0.7112,0.1826,0.0299,0.0011
1248,item1612,0.1859,0.1591,0.0588,0.005
1249,item1612,0.1317,0.1056,0.0165,0.0036
1250,item1612,0.3421,0.2361,0.047,0.0448
1251,item1612,0.4584,0.4187,0.0983,0.0159
1252,item1612,0.794,0.4186,0.0408,0.0148
1253,item1612,0.8565,0.5962,0.0176,0.005
1254,item1612,0.6002,0.5711,0.2085,0.0765
1255,item1612,0.4473,0.3879,0.1219,0.0038
1256,item1612,0.3877,0.3164,0.1702,0.056
1257,item1612,0.4538,0.3356,0.0586,0.0186
1258,item1612,1.0,0.7016,0.1115,0.0224
1259,item1612,0.221,0.221,0.0546,0.1541
