period_id, item, qty, order_qty1, order_qty2, order_qty3
1213,item2023,0.0067,0.0067,0.0,0.0133
1214,item2023,0.0,0.0,0.0133,0.0
1215,item2023,0.0399,0.0333,0.0,0.0
1216,item2023,0.0,0.0,0.0,0.0
1217,item2023,0.102,0.082,0.0,0.0
1218,item2023,0.0998,0.0044,0.0,0.0
1219,item2023,0.1086,0.0798,0.0,0.0
1220,item2023,0.0399,0.02,0.0,0.0
1221,item2023,0.0044,0.0,0.0,0.0
1222,item2023,0.0089,0.0,0.0,0.0
1223,item2023,0.0222,0.0222,0.0,0.0
1224,item2023,0.0931,0.0,0.0,0.0
1225,item2023,0.0222,0.0044,0.0,0.0
1226,item2023,0.0111,0.0022,0.0,0.0
1227,item2023,0.0,0.0,0.0,0.0
1228,item2023,0.0931,0.0,0.0,0.0
1229,item2023,0.1574,0.031,0.0,0.0
1230,item2023,0.051,0.051,0.0488,0.0
1231,item2023,0.1685,0.0532,0.0,0.0177
1232,item2023,0.0687,0.0377,0.0177,0.0
1233,item2023,0.2062,0.1641,0.0,0.0
1234,item2023,0.2217,0.1818,0.0,0.0
1235,item2023,0.1131,0.0953,0.0,0.0
1236,item2023,0.0798,0.0621,0.0,0.0
1237,item2023,0.0976,0.0887,0.0,0.0
1238,item2023,0.0089,0.0089,0.0,0.0
1239,item2023,0.4146,0.255,0.0,0.0155
1240,item2023,0.3592,0.0931,0.0155,0.0488
1241,item2023,0.306,0.2439,0.0488,0.0067
1242,item2023,0.3725,0.1752,0.0067,0.0
1243,item2023,0.561,0.3215,0.071,0.0177
1244,item2023,0.4235,0.2993,0.0222,0.0
1245,item2023,0.1818,0.1242,0.0,0.0
1246,item2023,0.6053,0.4058,0.0266,0.0
1247,item2023,0.388,0.082,0.0,0.0
1248,item2023,0.4146,0.1153,0.0,0.0
1249,item2023,0.7317,0.5055,0.0,0.0244
1250,item2023,0.2395,0.235,0.0244,0.0
1251,item2023,0.2217,0.0599,0.0,0.0
1252,item2023,0.5965,0.286,0.1197,0.0022
1253,item2023,0.4346,0.2661,0.0022,0.0
1254,item2023,1.0,0.8137,0.0266,0.0443
1255,item2023,0.7539,0.3592,0.0443,0.0976
1256,item2023,0.5565,0.3259,0.0976,0.0
1257,item2023,0.6208,0.6031,0.0,0.0
1258,item2023,0.5565,0.5078,0.0,0.0
1259,item2023,0.337,0.337,0.0,0.0111
