Past M0,MSE,ACC
0,0.0624755397439003,0.543773409512735
1,0.051133036613464355,0.4549038950178037
2,0.0320545956492424,0.371810217588091
3,0.0582854226231575,0.5547872936754779
4,0.05296289548277855,0.5895602585697973
5,0.05357174947857857,0.5953468168665141
6,0.05321965739130974,0.5571881137448322
7,0.05190863460302353,0.5944549294957527
8,0.05254361405968666,0.5944858744845398
9,0.056345243006944656,0.5828066560019052
10,0.05022033303976059,0.5559700087698897
11,0.055996548384428024,0.5355898099672022
12,0.04674283415079117,0.5406776790976188
13,0.048243552446365356,0.5345535899973121
14,0.04730416461825371,0.5863161291643424
15,0.04345482215285301,0.5240313602630838
16,0.04345230013132095,0.5172297987382536
17,0.04341212660074234,0.5154653061374228
18,0.04524660483002663,0.49777263751033013
19,0.04777717590332031,0.47435941321968117
20,0.044579289853572845,0.46460703077638466
21,0.039184052497148514,0.5572328019955102
22,0.040935032069683075,0.44882074536319305
23,0.0365632064640522,0.4686250350399605
24,0.036376845091581345,0.4299902162533746
25,0.03630572184920311,0.43901291191607117
26,0.03575975075364113,0.487548481857771
27,0.03262179717421532,0.36132139073444147
28,0.032066214829683304,0.3992856564136802
29,0.031474824994802475,0.3801557944335249
30,0.03105202130973339,0.3579431184414761
