Past M0,MSE,ACC
0,0.06107456237077713,0.5523951801521995
1,0.05806290730834007,0.5580180176596368
2,0.055731553584337234,0.5585757944254791
3,0.05566420406103134,0.5830960031164829
4,0.05588638782501221,0.5854539755077518
5,0.052497733384370804,0.5888544465158831
6,0.053176261484622955,0.5684200343330251
7,0.05618891492486,0.555722184897066
8,0.055158961564302444,0.582590935312261
9,0.052270449697971344,0.5561457414357757
10,0.05421578139066696,0.5518794662305969
11,0.05018122121691704,0.5519550882383574
12,0.054560933262109756,0.5396521176911463
13,0.046046216040849686,0.5374870702130587
14,0.04760340228676796,0.529756171780033
15,0.04581931605935097,0.5981832877931569
16,0.04436889663338661,0.589213938531487
17,0.04309947043657303,0.5108781126218461
18,0.04335392266511917,0.5101791640925857
19,0.0406692735850811,0.49649528728784104
20,0.04600999504327774,0.5896654560405038
21,0.042691223323345184,0.5946879687990781
22,0.03962992876768112,0.4810668358126742
23,0.04045570641756058,0.5936490431158318
24,0.03914879634976387,0.5978603069492082
25,0.03527724742889404,0.4543063371781759
26,0.03787015378475189,0.5906368014620461
27,0.03186456859111786,0.4273541444748533
28,0.03211820498108864,0.5967542699199258
29,0.029234405606985092,0.4128175675261134
30,0.03130539879202843,0.5961702113418116
